Ensemble,aq_sp_yield_min,fff,hksat_sf,liq_canopy_storage_scalar,sucsat_sf,watsat_sf,zbedrock_sf,wc2wjb0,jmaxb0,cv,d_max,frac_sat_soil_dsl_init,act25,n_baseflow,nstem,leafcn,stem_leaf,froot_leaf,FUN_fracfixers,slatop,krmax,dleaf,medlynintercept,medlynslope,kmax,psi50,rootprof_beta,baseflow_scalar,maximum_leaf_wetted_fraction,jmaxb1
LHC0144,0.01251098,4.200082663,1.958865445,1.900160999,8.464105947,0.944431779,1.164555407,1.191456965,0.010769119,0.009619034,18.56936781,0.679174265,91.2957958,1.511228278,0.179807541,66.39993656,2.163163572,1.453500694,0.555933464,0.05469187,1.09E-10,0.000311118,35405.67398,2.617149869,1.92E-08,-389080.4922,0.978205153,0.049342971,0.42436723,0.230346774
LHC0145,0.01650857,0.296821263,3.244558988,1.722579624,8.206375335,0.872428741,0.90946674,0.688399552,0.018632974,0.007833636,12.47029098,0.684992251,52.00327479,1.618516158,0.316389764,50.22496319,2.025778157,1.292413988,0.585408403,0.037056053,1.90E-10,0.001002093,49874.17672,1.828859319,8.73E-09,-674878.9474,0.894235356,0.08262662,0.328754473,0.166719632
LHC0146,0.017297315,3.625696116,0.961703913,1.779493782,3.352460287,0.974970193,0.920672108,0.981378027,0.018438371,0.013018844,15.18477311,0.694097258,118.5395463,1.256485966,0.474039739,66.89286984,1.849653498,1.59171106,0.83429649,0.029894824,8.91E-11,0.000380782,13417.21342,2.936440913,1.50E-08,-449910.0419,0.944491479,0.002709209,0.034846577,0.19641246
LHC0147,0.011329111,2.688460126,7.818145591,0.346580861,3.178927791,0.954917724,0.918535902,0.595769864,0.016937581,0.007375224,25.11553681,0.990938258,111.9409874,1.758517032,0.039173186,65.25046586,2.652079985,1.480719892,0.643340379,0.089355666,1.46E-10,0.000830246,9878.210323,1.578056452,3.46E-08,-774959.5422,0.895108277,0.047729891,0.29413917,0.135003768
LHC0148,0.019555578,3.007327178,8.638710649,0.608539686,7.977258549,0.878055909,1.170550148,0.80646534,0.015700001,0.018900651,53.02559227,0.735588139,69.99779486,1.555525003,0.101818024,42.5951139,2.134295173,1.707084935,0.615101055,0.019715222,1.69E-10,0.000251143,10181.66798,1.795502613,4.02E-09,-368331.4312,0.973476039,0.056377544,0.064262135,0.084590363
LHC0149,0.010222099,4.015380461,1.163077266,1.166223951,7.177943987,1.137997694,0.96619662,0.73037712,0.013387104,0.01061903,33.73422446,0.970274656,80.75030102,1.146380032,0.148043365,73.37434934,1.903722118,1.699989976,0.85759201,0.017127942,5.97E-11,0.0009711,20138.66548,3.025580963,1.40E-08,-729073.9466,0.946578344,0.041491007,0.359392064,0.19404694
LHC0150,0.017687,3.877971201,0.59265835,0.694638531,0.856891458,0.943729434,1.143715616,1.212323977,0.020155587,0.014307625,59.36950383,0.942523694,112.2822059,1.8054584,0.22243957,62.30790918,2.282231944,1.48363279,0.636930886,0.095023473,1.99E-10,0.000901917,14073.33742,3.939295912,3.49E-08,-788505.8668,0.955980978,0.097853496,0.096191931,0.165351695
LHC0151,0.010641748,1.982425722,9.935346787,0.880310007,5.559981926,1.005597637,1.138067975,1.266022303,0.020032352,0.008120437,55.91637002,0.836533254,83.23715093,1.721646671,0.139942378,53.67076796,2.052515829,1.774091147,0.226447621,0.067290314,1.95E-10,0.000596352,6335.540593,2.211260125,7.40E-09,-563585.3798,0.918384347,0.064116662,0.13461736,0.115787408
LHC0152,0.013448361,4.655592898,3.20828452,0.775748363,7.755068747,1.053145135,0.945974017,1.02899873,0.019119316,0.00630496,24.54081134,0.967028118,74.9131121,1.137367879,0.207223359,46.74517341,2.347267179,1.353682029,0.246823485,0.08917531,1.75E-10,0.000802276,26828.82727,3.979582056,3.60E-08,-738415.6219,0.969429821,0.091831417,0.028201492,0.09652631
LHC0153,0.017970288,4.627471127,8.360396445,0.483933086,2.440096433,0.850825553,0.844881553,0.925633918,0.019584614,0.012846856,13.83870501,0.830079978,89.59534128,1.340338316,0.436148336,68.38895228,2.682254088,1.756246551,0.209538838,0.014154195,1.76E-10,0.000220675,43038.87123,2.106296721,3.75E-08,-286725.7776,0.907684202,0.087895477,0.01479774,0.191873425
LHC0154,0.018026019,0.454656088,2.483849094,0.071679975,6.65657086,0.802010526,1.173184082,1.364631199,0.014138465,0.017390841,49.49316238,0.5772228,54.49982349,1.002492442,0.293767625,41.47158757,2.428995342,1.204651916,0.810818755,0.048374277,1.78E-10,0.000320322,14244.26427,1.646897253,3.03E-09,-600176.8693,0.97590702,0.028167939,0.418400011,0.119046824
LHC0155,0.019964765,2.592296237,2.429457001,0.670078295,2.689393648,0.932212373,1.022885086,0.94943914,0.010291608,0.013613442,59.46019838,0.543983778,83.91801668,1.055705529,0.059125063,48.45513324,1.991753009,1.554520046,0.707836645,0.140289527,6.74E-11,0.000497897,47316.09138,3.198106398,3.15E-08,-445494.5281,0.95106088,0.014887201,0.220567014,0.120973512
LHC0156,0.018380601,2.328991432,6.731634207,1.711196291,7.150406284,0.823991524,0.910104043,1.080918463,0.017209023,0.006216919,36.43180265,0.546459602,59.37016693,1.539346453,0.394763228,46.09789945,2.139511372,1.295500735,0.476766355,0.140196264,2.36E-10,0.001068263,40212.37606,1.56523095,2.30E-08,-443968.8566,0.946066183,0.053439504,0.262037261,0.171484651
LHC0157,0.011509542,3.823157825,9.523037288,1.026445621,5.29833166,1.109132532,0.845012789,1.007228959,0.011922553,0.016198938,12.84021808,0.563079719,62.43060277,1.157021535,0.261907902,72.91799486,2.471752438,1.203622561,0.62992904,0.018377119,2.25E-10,0.000465903,8141.450064,4.137437494,2.20E-08,-716264.8145,0.977870266,0.016193957,0.033978961,0.180722151
LHC0158,0.013181677,2.095382055,5.699107785,0.328448198,3.821966726,0.97554819,0.962270787,0.721502488,0.010624736,0.007468029,17.96107776,0.749931918,47.12115811,1.910320457,0.448995953,49.25287332,2.051152513,1.210896662,0.575703649,0.10367466,1.45E-10,0.000989476,11543.44081,1.539467113,3.11E-08,-697679.3182,0.948753119,0.057493382,0.459877896,0.077742532
LHC0159,0.01773609,3.255524461,1.089181493,1.973177772,4.164982575,1.184296519,1.109530928,0.58144128,0.010754006,0.019963602,39.6834538,0.687498747,99.48510817,1.920161871,0.204962228,74.44389118,1.944047109,1.747943631,0.499321013,0.003661515,3.17E-11,0.000662828,24576.58409,3.699881823,2.32E-08,-280336.4629,0.935910267,0.009585443,0.49179362,0.110964184
LHC0160,0.013589766,4.762297898,6.261298274,1.955403001,5.889315971,1.122127677,0.938422316,0.748624332,0.016318266,0.015212498,32.74168355,0.573050881,50.33366123,1.522969158,0.157170155,54.15062542,2.497006215,1.620711381,0.586904391,0.104637812,1.74E-10,0.000883957,17116.8857,2.703001341,1.53E-08,-785035.4828,0.924291167,0.098453159,0.33902069,0.164703944
LHC0161,0.010577478,2.894816413,5.534692347,0.834568806,7.920420486,0.811877529,0.889639041,1.496243938,0.017262551,0.015246422,43.72225602,0.937637993,56.64864836,1.171370776,0.030086803,64.43346807,2.442424396,1.489126611,0.83738562,0.147650219,6.34E-11,0.00026348,20777.02567,1.937506745,2.52E-08,-331528.1679,0.965953571,0.065395592,0.025238292,0.201450357
LHC0162,0.010610956,3.263683202,3.663682728,0.762229488,2.603830736,1.066008064,0.857104192,1.171388988,0.010007497,0.007998729,47.16827595,0.985469964,58.5110808,1.141381981,0.320750495,42.37214396,2.174123038,1.218640602,0.424662941,0.078593178,2.48E-10,0.000680994,49203.4006,2.440675047,2.46E-08,-527888.9354,0.905081976,0.024424448,0.26874556,0.12011183
LHC0163,0.017642919,0.491561344,5.011285858,1.510829082,4.910070744,0.925571056,1.17403563,0.719043501,0.016257418,0.006042262,22.63782892,0.720915031,56.4113488,1.34319432,0.292195232,42.21285427,1.998659763,1.467036086,0.512244684,0.119732088,8.09E-11,0.000691244,14815.495,3.850029818,2.66E-08,-490630.3014,0.9186308,0.054825528,0.275323929,0.111512699
LHC0164,0.011075336,0.865869853,6.871541623,0.163826721,8.773045371,0.997490594,1.097226797,0.599096151,0.010539925,0.01577344,27.55201088,0.716617618,40.70312416,1.874968341,0.350546764,75.06954681,2.33558711,1.274641274,0.256751916,0.01502021,1.99E-10,0.000879198,44396.27144,3.814163529,2.69E-08,-463022.3287,0.940427821,0.005429242,0.26987097,0.138186208
LHC0165,0.010231578,1.828212222,3.021149374,1.41081568,4.993014144,0.9450026,0.937825031,0.813212056,0.015929182,0.01776676,15.66860332,0.677398495,67.0673714,1.321184674,0.424276619,59.97525296,1.85572787,1.618022486,0.612664618,0.008218484,2.26E-10,0.000883181,42963.77439,3.900960029,1.90E-08,-380969.6441,0.91334796,0.087422276,0.336659117,0.248297561
LHC0166,0.01963016,1.382959434,3.124408316,1.434027296,0.030667749,1.048708749,1.052835266,0.663213848,0.018461666,0.018790561,39.76649275,0.691006606,74.07132068,1.704368709,0.281754792,65.52918363,1.959899253,1.497676329,0.892052152,0.065172824,1.16E-10,0.000716498,48221.32351,1.886178743,2.95E-08,-582484.2396,0.935057809,0.040678797,0.495629653,0.159277953
LHC0167,0.011057073,4.922818263,4.070145356,0.138472937,5.792897685,0.889643437,0.919676279,0.675388632,0.013719991,0.008344015,13.17667482,0.509347521,103.6158714,1.709608323,0.052007437,72.00114011,2.568590124,1.445840453,0.67818643,0.144675378,2.00E-10,0.000289094,37217.17744,4.038574322,7.99E-09,-685068.4927,0.888219727,0.057807576,0.239022425,0.247210591
LHC0168,0.019764079,4.177367583,6.501499627,0.381885462,7.46001355,1.090003537,0.930715495,0.646968841,0.011254306,0.016549869,48.69455994,0.746588892,61.91454971,1.426102438,0.101479151,65.39437562,2.27985649,1.671766523,0.553340032,0.044371863,2.12E-10,0.000722823,23811.68947,1.749751928,1.63E-08,-676665.7879,0.945358548,0.028851882,0.432841236,0.174348091
LHC0169,0.012163182,4.896309819,7.322372588,0.492572444,4.099416145,0.891057173,1.153575782,1.124201103,0.019988702,0.014459582,56.51538587,0.510316469,113.37691,1.41098873,0.391875441,62.78175238,2.691685167,1.631246362,0.674943802,0.107185362,2.47E-10,0.000757129,21996.93591,4.114374278,5.74E-09,-773614.7943,0.932438066,0.083851805,0.297930111,0.067715601
LHC0170,0.0124424,3.530799247,8.457919573,0.323382014,0.974262003,1.160638049,0.921468872,0.758819309,0.014963491,0.01900612,23.70358037,0.785564169,70.01146445,1.611044987,0.322828902,71.73400621,1.993704239,1.553677757,0.570848202,0.090039357,1.72E-10,0.000613977,33599.0204,1.713296788,2.07E-08,-486757.1308,0.958213964,0.032533512,0.227973479,0.152703968
LHC0171,0.018905078,3.275121191,0.292104263,0.242774747,0.880842168,1.059831636,1.104184513,1.053776647,0.019613773,0.019956563,38.56888997,0.975006564,65.55071486,1.37157467,0.07676179,51.05784601,2.345068221,1.661446839,0.427967447,0.067935212,2.07E-10,0.000266518,32235.86184,1.858859678,2.37E-08,-328504.5273,0.975546538,0.079200983,0.196713668,0.058650901
LHC0172,0.01745635,2.645207147,4.491084324,0.857175051,4.498425183,1.115391172,1.002808481,1.181659228,0.014891456,0.019523487,36.25417444,0.996487502,63.03690547,1.755975917,0.314149434,51.56026273,2.449752086,1.327857871,0.290265191,0.028344336,2.45E-10,0.000702266,27873.10309,2.991231086,1.97E-08,-508300.5253,0.894558251,0.012116233,0.178853319,0.148696476
LHC0173,0.016166167,1.609138091,2.888029423,1.297175141,6.045194799,1.114608363,0.862699366,1.158199359,0.018090896,0.012146007,44.14324098,0.933484904,78.15653664,1.994018513,0.319224714,63.26729901,2.352099147,1.659652232,0.320515139,0.088395206,1.08E-10,0.000283911,24344.42723,3.090988391,1.77E-08,-477293.1738,0.908079442,0.045736641,0.291624235,0.095090734
LHC0174,0.014659556,1.552818829,9.90990765,0.101327757,8.017828251,0.800716656,1.198481141,0.591468816,0.020437586,0.012895066,39.04828516,0.67542207,45.68656362,1.733259333,0.378330389,46.25029527,2.536827597,1.73867025,0.878925208,0.083328451,1.87E-10,0.000250543,16118.56529,3.956886816,2.78E-08,-501620.7943,0.969207558,0.034548714,0.147709388,0.145701849
LHC0175,0.018738345,0.541063746,1.693352453,1.575463255,9.899791423,0.960494782,1.17808792,1.493718255,0.011557752,0.015884228,47.79352923,0.85530614,70.83987768,1.913827288,0.47804866,52.64616429,2.069400216,1.32409251,0.889628918,0.049563805,3.61E-11,0.000707737,20042.52219,2.514617905,2.24E-08,-653534.6321,0.934162287,0.007185005,0.478503705,0.098336431
LHC0176,0.01738842,3.059866366,7.999971172,0.508116987,5.716024894,1.049479596,1.155513066,0.668770198,0.012158918,0.009768537,26.09554922,0.843081618,96.68871156,1.878428757,0.154447125,51.30621421,2.212516493,1.560107346,0.381888922,0.112527053,1.41E-10,0.000664869,47065.20937,2.900562248,2.90E-08,-542571.9154,0.95165861,0.01787863,0.489394727,0.113520098
LHC0177,0.011880489,2.215869202,3.723180955,0.420271214,0.581506341,0.828044146,0.835261367,0.537215054,0.011423403,0.012540953,17.09240737,0.902606399,106.5115345,1.599991782,0.470670192,48.70671017,2.436244781,1.287293919,0.422676298,0.041054415,1.43E-10,0.000938718,9006.646802,2.025305498,1.76E-08,-266072.6503,0.910422899,0.089983579,0.179717561,0.2202323
LHC0178,0.010035475,1.645181916,1.48962014,0.569190019,9.452983948,1.017826865,0.968972335,0.83022542,0.018552411,0.014797115,48.51165022,0.858825516,75.11662705,1.415653688,0.143863931,51.12921199,2.413453814,1.439085512,0.954600715,0.039463905,2.38E-10,0.000473582,44104.58376,2.201622757,8.97E-09,-357769.2071,0.967063186,0.036549183,0.277120784,0.065197762
LHC0179,0.015236934,3.808051905,3.604947736,1.68868684,7.032803161,0.819481419,1.051067657,1.335217364,0.018042819,0.008182413,55.1772568,0.969055537,76.20483115,1.691206524,0.487464941,45.5830801,2.35976046,1.449841469,0.986883352,0.071242596,9.37E-11,0.000368035,34531.68224,3.222958917,1.80E-08,-431845.312,0.893617879,0.033311289,0.475762265,0.086724708
LHC0180,0.014395141,1.041368425,3.367475467,1.063122655,1.698849248,1.040948836,0.865457981,0.756325443,0.013281429,0.01685524,11.31650968,0.693731338,100.4064712,1.03488369,0.246314868,42.05460138,2.491908557,1.376857787,0.938833204,0.078346416,1.47E-10,0.000508263,47691.58384,2.64792363,3.63E-08,-591100.095,0.956887594,0.067524335,0.439445518,0.11338699
LHC0181,0.019335356,1.815042954,3.84031977,0.173135437,3.03195308,0.82210676,0.927189863,1.288601278,0.020287594,0.011928625,58.85887184,0.952740066,116.2333579,1.205814138,0.05070381,63.61654121,2.265597591,1.793281491,0.214113093,0.133798294,3.56E-11,0.000527068,3059.958964,4.042470594,2.04E-08,-312805.8951,0.941497694,0.032606833,0.417149632,0.163220187
LHC0182,0.010976856,0.133860178,4.021225261,1.055194209,8.477313562,1.00644059,1.086682475,0.931027457,0.011955777,0.011040522,20.91157702,0.569304759,86.41120316,1.329484469,0.151539948,73.67396888,2.483939955,1.361125759,0.927521128,0.031347611,2.26E-10,0.001038673,29704.288,3.210079375,1.38E-08,-347600.2889,0.92133647,0.078600023,0.369773587,0.19255335
LHC0183,0.014290457,3.858465421,8.827753106,0.558309049,2.871496445,1.196040606,0.848385582,0.622504379,0.014455933,0.019678401,29.51036566,0.780900547,106.2196809,1.740464201,0.270112746,63.94787126,2.54018886,1.234656815,0.336392412,0.090872732,2.21E-10,0.000273713,32881.58873,3.152124027,4.42E-09,-507427.271,0.947404569,0.009059433,0.065884809,0.204459615
LHC0184,0.018435462,3.119048924,2.470374133,1.111495335,0.261630919,0.970027846,1.116365669,0.567463619,0.018203543,0.007604225,15.98836009,0.88218653,54.6360684,1.422043911,0.348994661,70.42933195,2.142454697,1.745907591,0.708658425,0.105988649,2.40E-11,0.000595433,20258.40832,3.538106758,1.21E-08,-517688.4898,0.896045502,0.083368961,0.398653237,0.204760302
LHC0185,0.012210066,2.020135173,1.063365788,0.934449691,5.25623862,0.9516169,1.189193933,1.030788128,0.017496859,0.01667674,42.43364451,0.904549535,93.19867225,1.730357337,0.033748712,47.887926,2.402925659,1.243278694,0.389282917,0.092364771,8.95E-11,0.000297252,37297.72593,1.918601056,3.76E-08,-514860.3484,0.939498546,0.056185838,0.333211604,0.209154633
LHC0186,0.018211781,1.371648296,6.68480274,0.301361798,4.841913776,0.934337319,1.037549412,1.037563298,0.015237291,0.019412767,57.2458703,0.989832248,47.54863717,1.485159156,0.463196953,41.77825689,2.213298413,1.21336173,0.506898537,0.136578078,2.24E-10,0.000429776,2006.191309,2.314589625,1.60E-08,-346522.2054,0.949750677,0.002237164,0.15585248,0.123185028
LHC0187,0.01068914,0.596698646,6.079715519,1.949107932,1.934185969,1.108693058,1.096879507,1.482815935,0.018518165,0.01734047,44.73930288,0.973513746,79.03836666,1.987696979,0.033398955,62.20536225,2.23284889,1.686263807,0.760362829,0.045389344,1.30E-10,0.00107764,33134.75906,3.017093005,3.65E-08,-714100.7187,0.936130753,0.012549263,0.420292003,0.179132375
LHC0188,0.013509386,3.849315742,9.710949532,0.957806164,9.997782727,1.055579456,0.826630311,0.918319954,0.014533323,0.007681823,42.22706282,0.901345741,79.23793489,1.822196489,0.162187616,56.61359452,2.433418391,1.780753124,0.853512543,0.041479521,3.49E-11,0.000732888,31062.3476,1.705270552,2.54E-08,-755512.9354,0.935350912,0.070874695,0.144939949,0.226834032
LHC0189,0.014262619,4.129355476,9.021329273,1.049116612,2.710189034,0.832409879,0.90709728,1.353194428,0.010801283,0.007807697,27.11400221,0.827697766,88.65943647,1.629066141,0.108475784,64.63664379,1.962858871,1.590408806,0.605668555,0.020325153,1.35E-10,0.00041331,12806.8327,4.061329437,2.45E-08,-648179.0479,0.890756212,0.049229594,0.094120993,0.124553931
LHC0190,0.010472565,3.672635181,9.847201008,0.279026937,6.024663414,0.969405721,0.925831476,1.228876014,0.020534487,0.015438082,10.33154828,0.873067929,62.8648622,1.519374132,0.291713875,60.01638093,2.056904543,1.275632032,0.715230917,0.050401047,6.62E-11,0.000699842,6217.319631,2.381895218,8.80E-09,-466023.7833,0.901111457,0.047137111,0.185448832,0.071913858
LHC0191,0.010395197,4.224212098,3.911804031,0.951123797,7.68391288,0.931865913,0.824462503,1.208070615,0.014487141,0.01902745,45.77814263,0.740789778,40.53969158,1.094019464,0.240183107,69.53581298,2.712625646,1.561920319,0.807306134,0.067003776,1.09E-10,0.000674156,8506.136668,2.429977005,2.75E-08,-549635.3627,0.963686711,0.016525461,0.067656754,0.158146129
LHC0192,0.018125041,3.225151376,7.969579311,1.43922384,4.26329215,0.817987682,0.961734144,1.254164264,0.013593235,0.015523141,49.56408455,0.895096034,90.01910092,1.474486663,0.265320249,48.07378447,2.007107752,1.690991999,0.218345024,0.031510414,1.64E-10,0.000388541,19158.91771,2.932354052,3.65E-08,-309710.4817,0.906255133,0.069353175,0.455462283,0.168493726
LHC0193,0.019736556,2.664599882,2.395662369,0.621189257,1.438147279,0.818557599,1.08575209,0.573017219,0.019702996,0.017417427,10.62003007,0.671934554,71.69498726,1.867643939,0.229396545,70.9639438,2.078384959,1.710393458,0.416091903,0.009032007,1.27E-10,0.000815468,7555.823555,3.507356324,9.04E-09,-532366.7956,0.972977626,0.064759703,0.084489956,0.14524327
LHC0194,0.017152781,3.242129697,7.078016505,1.198840826,3.714795308,0.852383714,0.812464557,0.639821598,0.015793211,0.018225187,31.76140333,0.72658285,58.83234821,1.505656083,0.438879829,55.00810425,1.89022282,1.369925387,0.660863898,0.024074141,1.97E-10,0.0005304,17704.02087,2.157644944,1.55E-08,-600490.7357,0.960413082,0.01506063,0.345178663,0.07341814
LHC0195,0.017618384,0.924447471,1.226575188,1.137660371,1.278233231,0.803629623,1.19420306,0.715251913,0.018677774,0.009949797,18.49316786,0.90734676,60.13052448,1.493225566,0.257273594,70.21604546,1.968557458,1.742388095,0.222368686,0.122555887,2.62E-11,0.000837353,1220.487526,3.641222548,3.53E-08,-767336.1396,0.96113831,0.039933566,0.368516806,0.244353178
LHC0196,0.015048442,2.87341888,8.054199631,1.632300402,9.64605056,0.843725601,0.971778919,0.937145266,0.017770545,0.006937971,29.00605006,0.940215097,43.65676707,1.189430435,0.216381438,47.08382669,1.867001404,1.596118494,0.547793487,0.082067261,2.28E-10,0.001025225,41396.4982,2.174159024,1.27E-08,-455200.9937,0.937109412,0.086204248,0.362593859,0.131147067
LHC0197,0.010323998,3.431321987,7.70083991,0.917369395,9.058002393,1.183381336,1.009778778,1.007916155,0.016737638,0.008056072,42.3405145,0.963297473,72.26930557,1.018083979,0.045633348,41.02059218,2.646133187,1.286245421,0.353002774,0.033460067,1.89E-10,0.00059394,11779.89205,2.235480557,2.57E-08,-576745.0248,0.941199548,0.0261559,0.047966076,0.163953782
LHC0198,0.015934291,2.119697484,9.751529452,0.691115319,6.756924355,1.082995211,1.114345597,1.206666156,0.016823331,0.00523429,40.91502122,0.51195757,115.3388449,1.068078092,0.361623425,56.84950192,2.466077644,1.270378151,0.495893566,0.035110783,1.87E-10,0.000511275,16872.83221,3.766055895,1.81E-08,-341493.0618,0.888745878,0.051661744,0.409211644,0.192427613
LHC0199,0.016849252,3.634403175,8.80368617,1.4974835,6.375991849,1.132226981,1.150439761,1.49767022,0.013106919,0.017292191,47.45422337,0.973936984,44.60944909,1.270922551,0.120143686,49.53177111,2.039505947,1.382687737,0.521304041,0.09609153,2.13E-10,0.000798861,18434.59416,3.161827961,8.93E-09,-633065.2799,0.919112896,0.029825536,0.26089072,0.134956501
LHC0200,0.017259554,0.88195148,5.95522878,0.760377508,5.048040205,1.142794079,0.986485345,1.151563468,0.019252933,0.010882127,57.6176963,0.790631995,65.3079756,1.603694835,0.082522123,72.43961496,1.880674232,1.726493558,0.549647116,0.101572767,1.38E-10,0.000491455,18612.66485,1.730530444,1.67E-08,-606187.9878,0.889284379,0.092621909,0.281506278,0.220679788
LHC0201,0.019370132,4.316997318,0.916629331,1.517789128,7.437638045,1.110718567,0.888961936,1.294503485,0.010196531,0.015843059,31.90287287,0.996236714,90.82219038,1.383456765,0.318129551,63.42090476,2.579410604,1.331744336,0.333894651,0.04527466,4.72E-11,0.000690637,31511.13405,2.708871941,2.18E-08,-525670.7099,0.887709275,0.006883987,0.462556078,0.224145494
LHC0202,0.015729372,3.789044179,5.649662232,0.461957227,7.390159865,1.126775695,0.811362878,0.81055555,0.01494361,0.006369639,26.89321402,0.663053169,54.0874172,1.570575154,0.254738414,56.94845982,1.995177995,1.231409796,0.450242424,0.05409681,9.18E-11,0.000965999,32605.45453,3.736989617,3.09E-08,-535784.8304,0.942389055,0.030960333,0.189640352,0.064159886
LHC0203,0.010936131,0.931234938,2.84821208,1.623466057,4.476311895,0.929603438,1.047686777,0.819746549,0.019796919,0.016730852,16.04558356,0.847284482,49.54472348,1.794927414,0.160723766,61.18449716,2.313499205,1.469793848,0.845602487,0.05190474,1.67E-10,0.000399858,47552.09541,2.97153537,3.05E-08,-338405.7304,0.891476069,0.079399963,0.236762679,0.125607575
LHC0204,0.018108341,0.07570477,5.061895695,1.848273995,3.597221661,1.154842972,0.813320799,1.012937367,0.019850007,0.016422043,24.64196605,0.99778683,114.4315092,1.175880483,0.446696059,43.12027203,2.355700002,1.565467207,0.744381836,0.124995504,6.15E-11,0.000640982,39713.47023,2.014304533,1.59E-08,-655314.4684,0.967894571,0.036639927,0.062839206,0.084491034
LHC0205,0.013317961,2.571658336,2.677073525,1.567957428,5.125439848,0.849189824,1.1935958,0.79457545,0.018750894,0.013348445,41.86350763,0.512904597,63.41099403,1.664064117,0.237461008,69.2234955,2.743665243,1.774560143,0.726668654,0.001439475,1.55E-10,0.000410186,3977.907664,3.52181206,2.63E-08,-438501.3664,0.938189457,0.010771651,0.279679909,0.246925758
LHC0206,0.01513768,3.71769833,5.570758111,0.055014346,4.397071276,1.052796826,0.941470583,0.871383414,0.018767211,0.010555066,39.44801645,0.618335709,69.78086037,1.84531776,0.405485054,42.3117333,2.751403886,1.749677676,0.419915284,0.095601297,8.36E-11,0.000279486,30774.77512,2.87987184,2.02E-08,-683011.4526,0.956135472,0.065556031,0.480485031,0.054170612
LHC0207,0.017337745,3.372839249,7.74178767,1.84953437,7.719884679,0.981818821,1.160617659,1.382979942,0.017484198,0.018254487,56.93128234,0.863845029,43.01309097,1.491094917,0.04856865,55.11764672,2.089236797,1.614384573,0.619062428,0.056319423,1.37E-10,0.000468339,10923.40923,2.308974984,2.68E-08,-683879.2289,0.923427564,0.068780232,0.308371831,0.240171906
LHC0208,0.016755184,1.464597855,6.161550805,0.511003263,7.792756181,1.01316814,1.089141012,0.761865711,0.014590679,0.019362623,20.59102936,0.838913361,41.89354968,1.950912992,0.214609367,75.1623645,2.605014026,1.430126703,0.774486663,0.148537859,1.93E-10,0.000980144,11471.57522,3.345944857,4.77E-09,-580435.2672,0.938798449,0.066456591,0.072252545,0.17520293
LHC0209,0.011796397,1.399187387,3.805747707,0.708379455,8.308923722,1.174856841,0.932494369,0.828723391,0.015027132,0.017981995,40.61853399,0.6777778,103.1694473,1.925174825,0.442888029,57.59395568,2.268196754,1.26616001,0.529682604,0.142907495,1.53E-10,0.000278619,4404.426485,2.039546421,3.31E-08,-732190.5792,0.906145096,0.02386578,0.327427307,0.133434718
LHC0210,0.019440701,0.320584374,4.640308917,1.701958972,1.023769752,0.973483949,0.91365964,1.138104097,0.019281979,0.016745791,29.68928364,0.505922261,88.94455473,1.252830801,0.194013132,67.22159951,1.864464176,1.356627777,0.372672752,0.11369847,6.52E-11,0.000843777,44871.43197,3.070234291,9.94E-09,-520193.1607,0.903134001,0.025599469,0.428014823,0.201787699
LHC0211,0.019471066,1.282390058,9.77462141,1.380505515,1.98814091,0.987644713,1.125674523,0.929634258,0.010897618,0.010668508,44.2536355,0.665797815,55.85780582,1.479325105,0.182920465,42.81044121,2.177269884,1.282148355,0.873149123,0.026854359,8.21E-11,0.000839576,30098.62557,2.30004019,2.40E-08,-266942.7154,0.942884587,0.080381285,0.233518169,0.150012405
LHC0212,0.019592334,4.162962073,7.25533264,1.208306418,2.812346672,1.060079314,0.878424744,0.967146427,0.011538125,0.00656174,24.91138998,0.805515248,61.36129173,1.955585004,0.074215706,41.82431796,2.161194824,1.629059124,0.468779151,0.057708229,2.46E-10,0.000821241,35255.41323,1.89639321,2.49E-08,-531215.2657,0.960556608,0.041590929,0.075807157,0.069314297
LHC0213,0.018952974,3.123396549,1.401059167,1.123275344,6.332840441,1.084748848,1.091882049,0.637076218,0.020492884,0.016074197,48.38727552,0.84424736,114.962272,1.10611077,0.035666904,66.34468386,2.0143371,1.517163507,0.859261173,0.099063496,2.16E-10,0.000440023,15365.31816,2.735980652,1.55E-08,-421824.6661,0.972057352,0.072164743,0.055424275,0.234477516
LHC0214,0.012024064,1.253618419,2.365805213,0.743728328,4.315822997,0.857258771,1.038433627,1.078493804,0.01071644,0.013535036,49.95555318,0.647308994,73.3786799,1.88791174,0.118051196,66.47477685,1.936561371,1.647291415,0.341576055,0.052976109,1.60E-10,0.000710536,10558.02177,2.253678072,1.83E-08,-523388.2024,0.913159499,0.048174542,0.33817507,0.074023762
LHC0215,0.01452705,4.723944925,2.756509989,1.525468346,2.89506717,0.868310543,1.078456269,0.747325827,0.014009068,0.005171165,26.43475301,0.6416394,94.4480754,1.834156078,0.445775583,63.51655672,1.843318602,1.363657935,0.283614808,0.046867914,1.91E-10,0.000846538,29443.65538,1.912542426,2.15E-08,-518290.0968,0.962683291,0.070163949,0.021734863,0.162732186
